time 	 LH 	 RH
7701	 7701	 7701 
000.053	50.0000	50.0000	
000.069	50.4137	49.5863	
000.093	50.7264	49.2736	
000.167	51.2086	48.7914	
000.239	50.8955	49.1045	
000.277	50.5638	49.4362	
000.354	50.9842	49.0158	
000.412	51.0833	48.9167	
000.477	51.2256	48.7744	
000.540	51.2780	48.7220	
000.604	51.1933	48.8067	
000.664	51.0324	48.9676	
000.726	51.6728	48.3272	
000.788	52.6569	47.3431	
000.852	52.7991	47.2009	
000.912	53.1736	46.8264	
000.976	54.0278	45.9722	
001.040	54.6877	45.3123	
001.104	55.7148	44.2852	
001.164	56.0304	43.9696	
001.224	56.7384	43.2616	
001.286	57.8974	42.1026	
001.358	58.5269	41.4731	
001.399	58.4756	41.5244	
001.462	56.8018	43.1982	
001.526	55.7431	44.2569	
001.590	56.2792	43.7208	
001.650	55.5219	44.4781	
001.710	53.5679	46.4321	
001.774	52.5096	47.4904	
001.838	51.4292	48.5708	
001.913	51.3018	48.6982	
001.976	50.1830	49.8170	
002.040	48.8455	51.1545	
002.105	48.1631	51.8369	
002.166	48.0162	51.9838	
002.224	48.2344	51.7656	
002.288	48.1170	51.8830	
002.353	47.6813	52.3187	
002.413	47.3130	52.6870	
002.483	47.9558	52.0442	
002.529	47.7567	52.2433	
002.591	48.5950	51.4050	
002.651	48.2578	51.7422	
002.721	48.7228	51.2772	
002.787	49.6142	50.3858	
002.850	50.5185	49.4815	
002.909	50.5430	49.4570	
002.976	49.8384	50.1616	
003.041	49.9620	50.0380	
003.104	50.8916	49.1084	
003.164	50.9030	49.0970	
003.225	49.7834	50.2166	
003.288	49.7331	50.2669	
003.351	50.7237	49.2763	
003.413	50.5138	49.4862	
003.477	48.9224	51.0776	
003.568	48.2007	51.7993	
003.597	49.5559	50.4441	
003.665	49.2623	50.7377	
003.725	48.5067	51.4933	
003.788	49.0574	50.9426	
003.852	50.2181	49.7819	
003.912	50.8034	49.1966	
003.975	51.4113	48.5887	
004.031	52.7958	47.2042	
004.090	53.2320	46.7680	
004.150	53.6394	46.3606	
004.224	54.6474	45.3526	
004.275	56.1905	43.8095	
004.338	55.5506	44.4494	
004.398	56.0573	43.9427	
004.462	57.0736	42.9264	
004.526	57.7695	42.2305	
004.590	56.7153	43.2847	
004.650	56.0735	43.9265	
004.724	56.3952	43.6048	
004.789	56.8040	43.1960	
004.852	55.5314	44.4686	
004.913	55.2068	44.7932	
004.978	55.1243	44.8756	
005.042	54.8814	45.1186	
005.105	53.4305	46.5695	
005.154	52.2594	47.7406	
005.223	53.1698	46.8302	
005.287	53.6903	46.3097	
005.351	52.8108	47.1892	
005.412	51.0305	48.9695	
005.475	51.7435	48.2565	
005.535	52.0713	47.9287	
005.596	51.9462	48.0538	
005.652	50.8599	49.1401	
005.723	51.7296	48.2704	
005.789	52.5311	47.4689	
005.852	53.6912	46.3088	
005.913	53.5907	46.4093	
005.977	52.8317	47.1683	
006.041	52.9470	47.0530	
006.105	54.1781	45.8219	
006.164	54.2723	45.7277	
006.224	52.8938	47.1062	
006.289	52.6339	47.3661	
006.352	54.0651	45.9349	
006.412	54.3568	45.6432	
006.477	52.9361	47.0639	
006.541	53.0443	46.9557	
006.605	54.5793	45.4207	
006.664	55.5696	44.4304	
006.724	55.2628	44.7372	
006.789	55.6508	44.3492	
006.852	57.1840	42.8160	
006.912	58.3986	41.6014	
006.976	58.2193	41.7807	
007.027	58.3966	41.6034	
7702	 7702	 7702 
7701	 7701	 7701 
