time 	 LH 	 RH
7701	 7701	 7701 
000.059	50.0000	50.0000	
000.073	49.7061	50.2939	
000.143	49.1610	50.8390	
000.203	49.1404	50.8596	
000.257	48.8339	51.1661	
000.327	48.9393	51.0607	
000.387	49.0903	50.9097	
000.449	48.8029	51.1971	
000.509	48.2118	51.7882	
000.569	48.6268	51.3732	
000.639	48.9051	51.0949	
000.703	48.4801	51.5199	
000.751	48.7261	51.2739	
000.823	50.0133	49.9867	
000.887	51.5082	48.4918	
000.952	52.1299	47.8701	
000.996	52.9415	47.0585	
001.070	54.5376	45.4624	
001.138	55.1686	44.8314	
001.195	54.3362	45.6638	
001.260	54.5669	45.4331	
001.322	56.0767	43.9233	
001.385	56.6102	43.3898	
001.451	56.4303	43.5697	
001.511	55.4502	44.5498	
001.563	56.3597	43.6403	
001.641	55.7688	44.2312	
001.692	54.1676	45.8324	
001.760	52.4534	47.5466	
001.816	51.1954	48.8046	
001.887	51.1680	48.8320	
001.936	50.5004	49.4996	
002.006	49.3716	50.6284	
002.056	48.4679	51.5321	
002.139	49.1001	50.8999	
002.195	49.1724	50.8276	
002.251	48.4004	51.5996	
002.315	47.6710	52.3290	
002.384	48.3791	51.6209	
002.486	49.2344	50.7656	
002.504	51.1362	48.8638	
002.557	52.1675	47.8326	
002.623	53.8095	46.1905	
002.704	54.6427	45.3573	
002.758	54.8573	45.1427	
002.822	55.0128	44.9872	
002.887	55.1242	44.8758	
002.936	54.3982	45.6018	
003.010	54.7969	45.2031	
003.073	55.2706	44.7295	
003.124	55.4175	44.5825	
003.187	54.7307	45.2693	
003.258	54.6760	45.3240	
003.323	55.2647	44.7353	
003.387	54.5743	45.4257	
003.442	53.5364	46.4636	
003.509	53.3758	46.6242	
003.594	53.5639	46.4361	
003.630	54.1237	45.8763	
003.702	53.1007	46.8993	
003.750	52.0873	47.9127	
003.823	52.3022	47.6978	
003.885	52.7908	47.2092	
003.948	51.4678	48.5322	
004.010	50.2121	49.7879	
004.069	50.2001	49.7999	
004.138	51.1293	48.8707	
004.201	51.0168	48.9832	
004.258	50.2502	49.7498	
004.321	50.7058	49.2942	
004.385	51.4761	48.5239	
004.448	52.2518	47.7482	
004.510	52.5014	47.4986	
004.569	52.4751	47.5249	
004.638	53.5019	46.4981	
004.688	54.6267	45.3733	
004.757	55.0241	44.9759	
004.822	56.1646	43.8354	
004.884	56.9703	43.0297	
004.948	57.4699	42.5301	
005.008	58.3584	41.6416	
005.063	59.2999	40.7001	
005.123	60.4003	39.5997	
005.200	60.9934	39.0066	
005.256	61.2083	38.7917	
005.308	61.9004	38.0996	
005.371	61.8893	38.1107	
005.435	62.2237	37.7763	
005.495	62.9002	37.0998	
005.555	62.6698	37.3302	
005.623	63.0321	36.9679	
005.687	63.3449	36.6551	
005.743	63.5600	36.4400	
005.807	62.7954	37.2046	
005.871	63.1716	36.8284	
005.935	63.7462	36.2538	
005.995	64.2914	35.7086	
006.055	64.7099	35.2901	
006.137	65.1883	34.8117	
006.201	65.9562	34.0438	
006.256	66.5604	33.4396	
006.321	66.1629	33.8371	
006.386	65.2502	34.7498	
006.449	65.4676	34.5324	
006.509	64.7319	35.2681	
006.569	64.0956	35.9044	
006.637	63.6098	36.3902	
006.701	62.8480	37.1520	
006.757	61.0089	38.9911	
006.822	59.7895	40.2105	
006.886	59.8653	40.1347	
006.948	58.1220	41.8780	
007.010	55.8635	44.1365	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.062	50.0000	50.0000	
000.069	50.0535	49.9465	
000.124	51.3232	48.6768	
000.192	51.9353	48.0647	
000.256	52.2191	47.7809	
000.312	51.6062	48.3938	
000.376	51.9767	48.0233	
000.440	53.0685	46.9315	
000.504	53.1715	46.8285	
000.564	52.3826	47.6174	
000.624	52.0089	47.9911	
000.692	51.9813	48.0187	
000.770	52.3494	47.6506	
000.826	51.8451	48.1549	
000.890	51.3645	48.6355	
000.956	52.2522	47.7478	
001.019	53.9481	46.0519	
001.079	54.3633	45.6367	
001.129	53.7448	46.2552	
001.207	53.7745	46.2255	
001.270	55.2293	44.7707	
001.320	56.3000	43.7000	
001.390	56.2172	43.7828	
001.454	56.5878	43.4122	
001.518	57.2306	42.7694	
001.578	56.5396	43.4604	
001.639	55.4271	44.5729	
001.707	55.2520	44.7480	
001.770	54.3426	45.6574	
001.823	53.5993	46.4007	
001.889	52.9743	47.0257	
001.954	52.4903	47.5097	
002.018	51.9019	48.0981	
002.078	51.2042	48.7958	
002.139	50.3664	49.6336	
002.206	49.8009	50.1991	
002.270	49.1832	50.8168	
002.327	49.3529	50.6471	
002.391	49.0786	50.9214	
002.454	48.1182	51.8818	
002.518	47.7632	52.2368	
002.578	46.9065	53.0935	
002.638	46.5542	53.4458	
002.705	46.8905	53.1095	
002.770	46.2729	53.7271	
002.813	45.2907	54.7093	
002.876	45.7761	54.2239	
002.940	47.6738	52.3262	
003.018	48.7133	51.2867	
003.078	48.7453	51.2547	
003.138	48.2427	51.7573	
003.207	49.9125	50.0875	
003.273	50.9040	49.0960	
003.315	51.6169	48.3831	
003.377	51.6985	48.3015	
003.454	52.7785	47.2215	
003.518	53.9999	46.0001	
003.578	55.0251	44.9749	
003.632	55.3423	44.6577	
003.706	55.3426	44.6574	
003.770	55.8738	44.1262	
003.816	55.8434	44.1566	
003.891	55.8946	44.1054	
003.955	55.1140	44.8860	
004.015	55.8085	44.1915	
004.064	54.2361	45.7639	
004.124	52.9994	47.0006	
004.192	52.4606	47.5394	
004.256	52.8375	47.1625	
004.312	51.3949	48.6051	
004.376	50.4771	49.5229	
004.440	50.0744	49.9256	
004.504	50.8631	49.1369	
004.564	50.7226	49.2774	
004.638	50.6181	49.3819	
004.706	50.1644	49.8356	
004.769	51.6102	48.3898	
004.826	52.6178	47.3822	
004.891	52.7214	47.2786	
004.941	52.5102	47.4898	
005.019	53.9863	46.0137	
005.065	54.8871	45.1129	
005.125	54.9237	45.0763	
005.207	54.8225	45.1775	
005.257	55.9988	44.0012	
005.327	56.0000	44.0000	
005.377	55.7952	44.2048	
005.440	56.0444	43.9556	
005.520	57.1392	42.8608	
005.565	57.7187	42.2813	
005.624	57.2541	42.7459	
005.692	56.5933	43.4067	
005.757	57.6240	42.3760	
005.813	57.6007	42.3993	
005.877	56.6370	43.3630	
005.956	56.5872	43.4128	
006.019	57.4614	42.5386	
006.072	57.8280	42.1720	
006.139	57.8709	42.1291	
006.206	57.4448	42.5552	
006.268	58.2778	41.7222	
006.325	57.1189	42.8811	
006.389	56.2394	43.7606	
006.441	56.1695	43.8305	
006.520	57.2365	42.7635	
006.580	58.3554	41.6446	
006.632	58.1225	41.8775	
006.707	57.3126	42.6874	
006.771	58.0718	41.9282	
006.820	58.6800	41.3200	
006.891	57.6861	42.3139	
006.955	57.5343	42.4657	
007.017	58.3941	41.6059	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.059	50.0000	50.0000	
000.065	50.2609	49.7391	
000.141	50.3203	49.6797	
000.203	50.7956	49.2044	
000.267	51.2402	48.7598	
000.323	50.6613	49.3387	
000.375	49.7257	50.2743	
000.438	49.9509	50.0491	
000.502	50.6643	49.3357	
000.562	50.2073	49.7927	
000.626	49.1105	50.8895	
000.690	48.9310	51.0690	
000.754	48.8908	51.1092	
000.810	48.8383	51.1617	
000.887	48.2409	51.7591	
000.951	47.7579	52.2421	
001.015	47.8261	52.1739	
001.075	48.7367	51.2633	
001.140	49.7746	50.2254	
001.190	50.9359	49.0641	
001.254	51.0553	48.9447	
001.310	52.1014	47.8986	
001.374	53.4378	46.5622	
001.442	53.6667	46.3333	
001.502	52.8463	47.1537	
001.562	52.7886	47.2114	
001.626	53.6765	46.3235	
001.690	54.3838	45.6162	
001.754	53.3169	46.6831	
001.810	53.0249	46.9751	
001.874	54.0621	45.9379	
001.938	54.6249	45.3751	
002.002	54.6794	45.3206	
002.062	54.5827	45.4173	
002.126	55.8408	44.1592	
002.190	56.4584	43.5416	
002.254	56.0231	43.9769	
002.310	56.0699	43.9301	
002.374	57.0063	42.9937	
002.438	56.9013	43.0987	
002.502	57.2424	42.7576	
002.562	57.2317	42.7683	
002.626	57.2481	42.7519	
002.690	56.3235	43.6765	
002.754	55.1181	44.8819	
002.810	55.0867	44.9133	
002.874	54.2111	45.7889	
002.938	52.9571	47.0429	
003.015	52.5234	47.4766	
003.075	53.5585	46.4415	
003.140	53.2354	46.7646	
003.204	52.1379	47.8621	
