time 	 LH 	 RH
7701	 7701	 7701 
000.040	50.0000	50.0000	
000.048	51.5820	48.4180	
000.100	52.5477	47.4523	
000.172	53.7488	46.2512	
000.250	55.0207	44.9793	
000.288	55.6877	44.3123	
000.359	55.9933	44.0067	
000.422	56.3058	43.6942	
000.485	56.7328	43.2672	
000.548	57.1306	42.8694	
000.605	57.2161	42.7839	
000.669	57.1221	42.8780	
000.733	56.4952	43.5048	
000.797	55.8641	44.1359	
000.859	56.2320	43.7680	
000.922	56.0649	43.9351	
000.986	56.1845	43.8155	
001.037	56.0124	43.9876	
001.105	56.9534	43.0466	
001.171	57.5003	42.4997	
001.224	58.4277	41.5723	
001.298	58.9975	41.0025	
001.358	59.5290	40.4710	
001.409	59.2236	40.7764	
001.474	59.2859	40.7141	
001.548	59.1213	40.8787	
001.625	59.1246	40.8754	
001.658	59.0118	40.9882	
001.721	59.4875	40.5125	
001.784	59.3707	40.6293	
001.844	59.9563	40.0437	
001.920	60.2938	39.7062	
001.984	60.7716	39.2284	
002.049	59.9307	40.0693	
002.095	59.9252	40.0748	
002.168	60.0853	39.9147	
002.232	60.4753	39.5247	
002.295	59.1789	40.8211	
002.356	58.7242	41.2758	
002.422	57.6479	42.3521	
002.485	56.7205	43.2795	
002.549	55.0609	44.9391	
002.606	53.8505	46.1495	
002.671	52.3267	47.6733	
002.733	51.3767	48.6233	
002.797	50.2126	49.7874	
002.857	49.4808	50.5192	
002.921	48.4192	51.5808	
002.985	47.5586	52.4414	
003.049	46.7977	53.2023	
003.104	46.5202	53.4798	
003.168	46.1388	53.8612	
003.237	45.9219	54.0781	
003.286	46.0046	53.9954	
003.344	46.4916	53.5084	
003.419	47.4322	52.5679	
003.485	48.1416	51.8584	
003.548	48.7556	51.2444	
003.604	49.4470	50.5530	
003.668	50.1039	49.8961	
003.732	50.6539	49.3461	
003.796	51.3450	48.6550	
003.862	52.2266	47.7734	
003.921	53.2566	46.7434	
003.984	54.0132	45.9868	
