time 	 LH 	 RH
7691	 7691	 7691 
000.097	50.0000	50.0000	
000.112	50.6516	49.3484	
000.130	50.8198	49.1802	
000.207	50.7952	49.2048	
000.285	51.2034	48.7966	
000.322	51.6061	48.3938	
000.393	51.4924	48.5076	
000.455	51.1922	48.8078	
000.506	51.2619	48.7381	
000.584	51.0719	48.9281	
000.641	50.3091	49.6909	
000.691	49.6691	50.3309	
000.755	49.8673	50.1327	
000.832	49.8765	50.1235	
000.894	49.6510	50.3490	
000.943	48.9688	51.0312	
001.017	48.5983	51.4017	
001.084	48.5551	51.4449	
001.141	48.8300	51.1700	
001.203	49.1925	50.8075	
001.268	49.6372	50.3628	
001.337	50.7701	49.2299	
001.383	50.7044	49.2956	
001.456	50.9507	49.0493	
001.516	50.7135	49.2865	
001.583	50.9082	49.0918	
001.666	51.5152	48.4849	
001.698	52.2991	47.7009	
001.768	52.6765	47.3235	
001.819	53.2564	46.7436	
001.892	53.8056	46.1944	
001.943	54.6449	45.3551	
002.016	54.3071	45.6929	
002.083	54.4231	45.5769	
002.139	54.5572	45.4428	
002.202	54.8011	45.1989	
002.267	54.5745	45.4255	
002.331	54.3407	45.6593	
002.390	53.6540	46.3460	
002.455	53.3109	46.6891	
002.516	52.4895	47.5105	
002.571	51.7101	48.2899	
002.627	50.6646	49.3354	
002.702	50.2621	49.7379	
002.766	49.7645	50.2355	
002.831	49.3572	50.6428	
002.879	49.0189	50.9811	
002.943	49.9325	50.0675	
003.003	50.0584	49.9416	
003.070	50.3305	49.6695	
003.127	49.8040	50.1960	
003.205	50.0430	49.9570	
003.267	50.3651	49.6349	
003.328	50.9872	49.0128	
003.391	51.2710	48.7290	
003.455	52.1633	47.8367	
003.515	52.4292	47.5708	
003.584	52.6220	47.3780	
003.640	52.9046	47.0954	
003.704	53.6623	46.3377	
003.768	53.8060	46.1940	
003.831	53.7402	46.2598	
003.890	54.4135	45.5865	
003.955	55.4802	44.5198	
004.015	56.6867	43.3133	
004.086	57.9159	42.0841	
004.127	59.0580	40.9420	
004.205	60.0422	39.9578	
004.269	61.3065	38.6935	
004.332	62.1980	37.8020	
004.392	62.6288	37.3712	
004.456	62.6740	37.3260	
004.512	63.7021	36.2979	
004.583	64.6504	35.3496	
004.627	65.2686	34.7314	
004.703	65.1199	34.8801	
004.768	65.2132	34.7868	
004.831	65.4960	34.5040	
004.893	65.5039	34.4961	
004.955	64.7920	35.2080	
005.017	64.4877	35.5123	
005.085	64.8380	35.1620	
005.140	65.1770	34.8230	
005.205	65.0191	34.9809	
005.269	64.7519	35.2481	
005.332	65.2087	34.7913	
005.392	65.7261	34.2739	
005.459	66.5410	33.4590	
005.505	67.3381	32.6619	
005.571	67.7118	32.2882	
005.640	67.9474	32.0525	
005.691	68.4846	31.5154	
005.769	69.2374	30.7626	
005.832	69.5868	30.4131	
005.892	69.8548	30.1452	
005.956	70.3685	29.6315	
006.016	71.1469	28.8531	
006.074	71.1069	28.8931	
006.140	70.5044	29.4956	
006.205	70.1984	29.8016	
006.272	69.9221	30.0779	
006.328	70.0703	29.9297	
006.392	69.7194	30.2806	
006.457	69.3549	30.6451	
006.513	68.5063	31.4937	
006.586	68.4525	31.5475	
006.643	68.0848	31.9152	
006.698	68.3208	31.6792	
006.769	68.0847	31.9153	
006.834	68.6978	31.3022	
006.892	69.0993	30.9007	
006.955	70.0141	29.9859	
007.016	70.5795	29.4205	
7692	 7692	 7692 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.059	50.0000	50.0000	
000.077	48.4157	51.5843	
000.124	47.0757	52.9243	
000.188	45.6664	54.3336	
000.251	44.4486	55.5514	
7692	 7692	 7692 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.045	50.0000	50.0000	
000.064	50.4525	49.5475	
000.109	50.1880	49.8120	
000.183	50.0127	49.9873	
000.243	49.1176	50.8824	
