time 	 LH 	 RH
002.746	90.2444	9.7556	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.034	50.0000	50.0000	
000.036	50.0000	50.0000	
000.068	54.8115	45.1885	
000.139	57.0426	42.9574	
000.199	59.1456	40.8544	
000.264	61.1199	38.8801	
000.329	62.9962	37.0038	
000.391	64.7438	35.2562	
000.448	66.4571	33.5429	
000.518	68.0426	31.9574	
000.577	69.5414	30.4586	
000.643	70.9615	29.0385	
000.702	72.3312	27.6688	
000.766	73.5896	26.4104	
000.828	74.7734	25.2266	
000.886	75.7230	24.2770	
000.951	76.8703	23.1297	
001.015	77.8658	22.1342	
001.077	78.7899	21.2101	
001.141	79.6640	20.3360	
001.201	80.6207	19.3793	
001.264	81.4997	18.5003	
001.327	82.1608	17.8392	
001.391	82.7854	17.2146	
001.453	83.5528	16.4472	
001.518	84.3080	15.6920	
001.576	84.9199	15.0801	
001.640	85.6098	14.3902	
001.699	86.2506	13.7494	
001.763	86.8780	13.1220	
001.829	87.4575	12.5425	
001.892	88.0061	11.9939	
001.952	88.5357	11.4643	
002.017	89.0479	10.9521	
002.075	89.5200	10.4799	
002.139	89.9634	10.0366	
002.200	90.2696	9.7304	
7693	 7693	 7693 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.051	50.0000	50.0000	
000.055	52.4702	47.5298	
000.117	54.8076	45.1924	
000.190	57.0032	42.9968	
000.241	59.1085	40.8915	
000.305	61.1108	38.8892	
000.381	63.0122	36.9878	
000.433	64.8202	35.1798	
000.506	66.5157	33.4843	
000.566	68.1322	31.8678	
000.629	69.6645	30.3355	
000.689	71.1156	28.8844	
000.753	72.4067	27.5933	
000.817	73.7081	26.2919	
000.880	74.9496	25.0504	
000.930	76.1190	23.8810	
000.993	77.0809	22.9191	
001.053	78.1132	21.8868	
001.117	79.1241	20.8759	
001.177	80.0345	19.9655	
001.245	80.9585	19.0415	
001.317	81.7557	18.2443	
001.382	82.5561	17.4439	
001.441	83.2872	16.7128	
001.493	84.0730	15.9270	
001.565	84.7010	15.2990	
001.629	85.3169	14.6831	
001.689	85.9412	14.0588	
001.753	86.6039	13.3961	
001.805	87.1770	12.8230	
001.869	87.6502	12.3498	
001.942	88.0980	11.9020	
002.000	88.6059	11.3941	
002.053	89.1229	10.8771	
002.129	89.5844	10.4156	
002.177	90.0101	9.9899	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.019	50.0000	50.0000	
000.022	50.0000	50.0000	
000.075	54.5986	45.4014	
000.135	56.8136	43.1864	
000.199	58.7657	41.2343	
000.275	60.7239	39.2761	
000.331	62.6404	37.3596	
000.398	64.4941	35.5059	
000.463	66.2230	33.7770	
000.524	67.8536	32.1464	
000.587	69.4325	30.5675	
000.647	70.9396	29.0604	
000.711	72.3265	27.6735	
000.775	73.6441	26.3559	
000.838	74.9386	25.0614	
000.898	76.1600	23.8400	
000.963	77.2882	22.7118	
001.022	78.3370	21.6630	
001.087	79.3641	20.6359	
001.148	80.2809	19.7191	
001.211	80.8941	19.1059	
001.275	81.6753	18.3247	
001.339	82.5280	17.4720	
001.398	83.2560	16.7440	
001.463	83.8920	16.1080	
001.522	84.6481	15.3519	
001.586	85.3185	14.6815	
001.648	85.9019	14.0981	
001.711	86.4950	13.5050	
001.775	87.1043	12.8957	
001.840	87.6986	12.3014	
001.899	88.2047	11.7953	
001.963	88.6766	11.3234	
002.024	89.1106	10.8893	
002.088	89.5405	10.4595	
002.147	89.8837	10.1163	
002.212	90.2290	9.7710	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.018	50.0000	50.0000	
000.033	52.4502	47.5498	
000.078	54.7921	45.2079	
000.145	56.9955	43.0045	
000.212	59.0980	40.9020	
000.268	61.0961	38.9039	
000.333	63.0049	36.9951	
000.398	64.7831	35.2169	
000.462	66.5098	33.4902	
000.523	68.1410	31.8590	
000.588	69.6656	30.3344	
000.646	71.0671	28.9329	
000.712	72.4376	27.5624	
000.770	73.7649	26.2351	
000.832	74.9855	25.0145	
000.896	76.1400	23.8600	
000.962	77.2976	22.7024	
001.022	78.3731	21.6269	
001.080	79.3790	20.6210	
001.144	80.3715	19.6285	
001.212	81.3208	18.6792	
001.269	82.2215	17.7785	
001.334	83.0745	16.9255	
001.398	83.8804	16.1196	
001.462	84.6727	15.3273	
001.522	85.4086	14.5914	
001.586	86.1192	13.8808	
001.646	86.7947	13.2053	
001.715	87.4382	12.5617	
001.770	88.0488	11.9512	
001.834	88.6133	11.3867	
001.899	89.1257	10.8743	
001.963	89.6043	10.3957	
002.023	90.0187	9.9813	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.037	50.0000	50.0000	
000.051	52.4515	47.5485	
000.101	54.7707	45.2293	
000.162	56.9850	43.0150	
000.217	59.0851	40.9149	
000.281	61.0480	38.9520	
000.341	62.8785	37.1215	
000.405	64.6714	35.3286	
000.465	66.3770	33.6230	
000.533	68.0195	31.9805	
000.589	69.5451	30.4549	
000.653	70.9704	29.0296	
000.729	72.2378	27.7622	
000.792	73.2179	26.7821	
000.851	74.0681	25.9319	
000.905	75.0126	24.9874	
000.969	75.7748	24.2252	
001.033	76.6810	23.3190	
001.089	77.3924	22.6076	
001.153	78.1481	21.8519	
001.220	79.0156	20.9844	
001.281	79.8128	20.1872	
001.341	80.4651	19.5349	
001.405	81.1598	18.8402	
001.469	81.8863	18.1137	
001.533	82.7225	17.2775	
001.589	83.5018	16.4982	
001.653	84.1905	15.8095	
001.717	84.8496	15.1504	
001.781	85.5502	14.4498	
001.841	86.2442	13.7558	
001.905	86.8379	13.1621	
001.969	87.2832	12.7168	
002.033	87.7867	12.2133	
002.089	88.3106	11.6894	
002.153	88.7423	11.2577	
002.217	89.0869	10.9131	
002.281	89.4689	10.5311	
002.341	89.8625	10.1375	
002.405	90.1641	9.8359	
7693	 7693	 7693 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.019	50.0000	50.0000	
000.022	52.4508	47.5492	
000.081	54.7403	45.2597	
000.145	56.8587	43.1413	
000.209	58.9064	41.0936	
000.284	60.8433	39.1567	
000.342	62.6838	37.3162	
000.404	64.4219	35.5781	
000.469	66.1191	33.8809	
000.533	67.6535	32.3465	
000.592	69.0732	30.9268	
000.657	70.4863	29.5137	
000.720	71.8582	28.1418	
000.785	73.1158	26.8842	
000.835	74.2392	25.7608	
000.904	75.4148	24.5852	
000.968	76.4452	23.5548	
001.032	77.4799	22.5201	
001.093	78.4510	21.5490	
001.157	79.4417	20.5583	
001.222	80.2925	19.7075	
001.285	81.1784	18.8216	
001.341	82.0244	17.9756	
001.405	82.7912	17.2088	
001.468	83.5241	16.4759	
001.535	84.1515	15.8485	
001.595	84.8184	15.1816	
001.657	85.4681	14.5319	
001.720	86.0929	13.9071	
001.784	86.6618	13.3382	
001.840	87.1499	12.8501	
001.904	87.6250	12.3750	
001.969	88.0392	11.9608	
002.021	88.3461	11.6539	
002.081	88.7897	11.2103	
002.145	89.2204	10.7796	
002.221	89.6038	10.3962	
002.285	89.9978	10.0022	
002.341	90.4032	9.5968	
7693	 7693	 7693 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.026	50.0000	50.0000	
000.042	52.4378	47.5622	
000.093	54.7692	45.2308	
000.160	56.9764	43.0236	
000.218	59.0347	40.9653	
000.282	60.9796	39.0204	
000.344	62.8412	37.1588	
000.407	64.6449	35.3551	
000.471	66.2498	33.7502	
000.533	67.7644	32.2356	
000.591	69.1326	30.8674	
000.659	70.4806	29.5194	
000.722	71.6770	28.3230	
000.782	72.8626	27.1374	
000.843	74.1125	25.8875	
000.905	75.3099	24.6901	
000.970	76.3959	23.6041	
001.034	77.3991	22.6009	
001.091	78.3781	21.6219	
001.146	79.3275	20.6725	
001.206	80.2883	19.7117	
001.284	81.1609	18.8391	
001.342	82.0179	17.9821	
001.406	82.8831	17.1169	
001.458	83.6776	16.3224	
001.522	84.3866	15.6134	
001.578	85.0800	14.9200	
001.646	85.7470	14.2530	
001.706	86.2121	13.7879	
001.770	86.7298	13.2702	
001.830	87.3014	12.6986	
001.894	87.8956	12.1043	
001.961	88.4126	11.5874	
002.033	88.8983	11.1017	
002.092	89.3995	10.6005	
002.159	89.8713	10.1287	
002.212	90.2933	9.7067	
7693	 7693	 7693 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.051	50.0000	50.0000	
000.068	52.4635	47.5365	
000.107	54.7833	45.2167	
000.183	56.9993	43.0007	
000.242	59.0933	40.9067	
000.307	61.0239	38.9761	
000.369	62.8922	37.1078	
000.432	64.6812	35.3188	
000.496	66.3593	33.6407	
000.560	67.8931	32.1069	
000.604	69.4475	30.5525	
000.684	70.9256	29.0744	
000.743	72.3242	27.6758	
000.807	73.6256	26.3744	
000.867	74.9038	25.0962	
000.934	76.1050	23.8950	
000.999	77.2572	22.7428	
001.062	78.3823	21.6177	
001.117	79.4544	20.5456	
001.185	80.4659	19.5341	
001.245	81.4183	18.5817	
001.309	82.3422	17.6578	
001.369	83.2008	16.7992	
001.432	84.0181	15.9819	
001.496	84.7944	15.2056	
001.561	85.5349	14.4651	
001.618	86.2284	13.7716	
001.681	86.8949	13.1051	
001.733	87.5241	12.4759	
001.800	88.1106	11.8894	
001.869	88.6679	11.3321	
001.933	89.1949	10.8051	
001.997	89.6988	10.3012	
002.061	90.1443	9.8557	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.053	50.0000	50.0000	
000.067	52.2592	47.7408	
000.128	54.4850	45.5150	
000.187	56.5176	43.4824	
000.253	58.5811	41.4189	
000.311	60.5407	39.4593	
000.373	62.4151	37.5849	
000.437	64.1708	35.8292	
000.501	65.8425	34.1575	
000.563	67.4515	32.5485	
000.627	69.0214	30.9786	
000.687	70.5280	29.4721	
000.752	71.9529	28.0471	
000.812	73.3110	26.6890	
000.876	74.6268	25.3732	
000.936	75.8632	24.1368	
001.000	77.0300	22.9700	
001.064	78.1435	21.8565	
001.129	79.2232	20.7768	
001.186	80.2354	19.7646	
001.251	81.1971	18.8029	
001.312	82.1015	17.8985	
001.376	82.9534	17.0466	
001.436	83.7915	16.2085	
001.501	84.5794	15.4205	
001.564	85.3092	14.6908	
001.627	85.9993	14.0007	
001.687	86.6814	13.3186	
001.751	87.3237	12.6763	
001.811	87.9120	12.0880	
001.874	88.4390	11.5610	
001.937	88.9817	11.0183	
002.000	89.5100	10.4900	
002.064	90.0038	9.9962	
7693	 7693	 7693 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.047	50.0000	50.0000	
000.050	52.4404	47.5596	
000.113	54.7780	45.2220	
000.177	56.9740	43.0260	
000.241	59.0406	40.9594	
000.301	61.0569	38.9431	
000.377	62.9663	37.0337	
000.425	64.7834	35.2166	
000.493	66.3789	33.6211	
000.559	68.0213	31.9787	
000.625	69.5522	30.4478	
000.688	71.0607	28.9393	
000.753	72.4038	27.5962	
000.814	73.6944	26.3056	
000.877	74.9045	25.0955	
000.936	76.0353	23.9647	
001.002	77.1610	22.8390	
001.061	78.2303	21.7697	
001.125	79.2108	20.7892	
001.189	80.1535	19.8465	
001.254	81.1001	18.8999	
001.313	82.0199	17.9801	
001.379	82.8914	17.1086	
001.438	83.6957	16.3043	
001.501	84.4621	15.5379	
001.561	85.1869	14.8131	
001.623	85.8665	14.1335	
001.688	86.5042	13.4958	
001.753	87.0903	12.9097	
001.814	87.6569	12.3431	
001.875	88.2297	11.7703	
001.938	88.7374	11.2626	
002.001	89.2456	10.7544	
002.061	89.7423	10.2577	
002.124	90.2195	9.7805	
7693	 7693	 7693 
7701	 7701	 7701 
000.000	50.0000	50.0000	
000.050	50.0000	50.0000	
000.053	52.4484	47.5516	
000.130	54.7872	45.2128	
000.192	57.0113	42.9887	
000.255	59.1232	40.8768	
000.315	61.1002	38.8998	
000.381	62.9942	37.0058	
000.440	64.8053	35.1947	
000.507	66.5325	33.4675	
000.563	68.1483	31.8517	
000.626	69.6968	30.3032	
000.691	71.1834	28.8166	
000.755	72.6056	27.3944	
000.817	73.9432	26.0568	
000.880	75.2177	24.7823	
000.940	76.4376	23.5624	
001.008	77.6042	22.3958	
001.065	78.7037	21.2963	
001.126	79.7328	20.2672	
001.193	80.7227	19.2773	
001.256	81.6535	18.3465	
001.316	82.5323	17.4677	
001.380	83.3599	16.6401	
001.440	84.1589	15.8411	
001.507	84.9121	15.0879	
001.563	85.6374	14.3626	
001.628	86.3300	13.6700	
001.692	86.9880	13.0120	
001.756	87.5895	12.4105	
001.804	88.1726	11.8274	
001.880	88.7356	11.2644	
001.940	89.2671	10.7329	
002.008	89.7627	10.2373	
002.063	90.2415	9.7585	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.033	50.0000	50.0000	
000.037	52.4760	47.5240	
000.103	54.8305	45.1695	
000.159	57.0527	42.9473	
000.223	59.1534	40.8466	
000.287	61.1603	38.8397	
000.351	63.0610	36.9390	
000.423	64.8805	35.1195	
000.487	66.6174	33.3826	
000.547	68.2476	31.7524	
000.615	69.8097	30.1903	
000.671	71.2925	28.7075	
000.734	72.7072	27.2928	
000.800	74.0579	25.9421	
000.864	75.3456	24.6544	
000.924	76.5706	23.4294	
000.986	77.7201	22.2799	
001.047	78.8082	21.1918	
001.116	79.8552	20.1448	
001.175	80.8492	19.1508	
001.238	81.7632	18.2368	
001.301	82.6469	17.3531	
001.364	83.4962	16.5038	
001.426	84.3029	15.6971	
001.489	85.0372	14.9628	
001.550	85.7216	14.2784	
001.616	86.3863	13.6137	
001.672	87.0155	12.9845	
001.736	87.6120	12.3880	
001.800	88.1967	11.8033	
001.864	88.7563	11.2437	
001.924	89.2652	10.7348	
001.989	89.7710	10.2290	
002.048	90.2524	9.7476	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.039	50.0000	50.0000	
000.052	52.4175	47.5825	
000.112	54.6735	45.3265	
000.172	56.8328	43.1671	
000.238	58.9358	41.0642	
000.302	60.9186	39.0814	
000.366	62.7415	37.2585	
000.422	64.4688	35.5312	
000.484	66.2088	33.7912	
000.549	67.8604	32.1396	
000.611	69.4001	30.5999	
000.672	70.7915	29.2085	
000.737	72.1988	27.8012	
000.800	73.5599	26.4401	
000.866	74.7759	25.2241	
000.920	75.9673	24.0327	
000.984	77.0893	22.9107	
001.049	78.2042	21.7958	
001.115	79.2236	20.7764	
001.174	80.2148	19.7852	
001.238	81.1179	18.8821	
001.287	82.0282	17.9718	
001.364	82.8974	17.1026	
001.419	83.7229	16.2771	
001.484	84.5185	15.4815	
001.550	85.2713	14.7288	
001.614	85.9883	14.0116	
001.674	86.6424	13.3576	
001.738	87.2317	12.7683	
001.802	87.7960	12.2040	
001.851	88.3177	11.6823	
001.907	88.8252	11.1748	
001.971	89.2679	10.7321	
002.035	89.7274	10.2726	
002.099	90.1277	9.8723	
7702	 7702	 7702 
7701	 7701	 7701 
000.000	50.0000	50.0000	
000.053	50.0000	50.0000	
000.056	52.2961	47.7039	
000.129	54.3426	45.6574	
000.195	56.3674	43.6326	
000.250	58.4232	41.5768	
000.316	60.3859	39.6141	
000.381	62.1991	37.8009	
000.445	63.9965	36.0035	
000.504	65.7650	34.2350	
000.566	67.4383	32.5617	
000.630	68.9812	31.0188	
000.696	70.4982	29.5018	
000.752	71.9427	28.0573	
000.817	73.3029	26.6971	
000.882	74.5931	25.4069	
000.945	75.8521	24.1479	
001.004	76.9944	23.0056	
001.068	78.0450	21.9550	
001.133	79.0649	20.9351	
001.196	79.9872	20.0128	
001.252	80.8195	19.1805	
001.316	81.6268	18.3732	
001.380	82.4583	17.5417	
001.444	83.2535	16.7465	
001.504	83.9921	16.0079	
001.568	84.7397	15.2603	
001.632	85.4215	14.5785	
001.695	86.0660	13.9340	
001.750	86.7170	13.2830	
001.816	87.3512	12.6488	
001.867	87.9104	12.0896	
001.931	88.4599	11.5401	
002.003	89.0066	10.9934	
002.066	89.5258	10.4742	
002.132	89.9773	10.0227	
002.196	90.4187	9.5813	
7702	 7702	 7702 
