time 	 LH 	 RH
000.024	50.0000	50.0000	
000.028	52.5000	47.5000	
000.095	54.8750	45.1250	
000.165	57.1312	42.8688	
000.227	59.2746	40.7254	
000.291	61.3109	38.6891	
000.351	63.2454	36.7546	
000.417	65.0831	34.9169	
000.476	66.8289	33.1711	
000.541	68.4875	31.5125	
000.601	70.0631	29.9369	
000.667	71.5600	28.4400	
000.728	72.9820	27.0180	
000.790	74.3329	25.6671	
000.850	75.6162	24.3838	
000.919	76.8354	23.1646	
000.977	77.9936	22.0064	
001.041	79.0940	20.9060	
001.105	80.1393	19.8607	
001.170	81.1323	18.8677	
001.227	82.0757	17.9243	
001.292	82.9719	17.0281	
001.351	83.8233	16.1767	
001.417	84.6321	15.3679	
001.475	85.4005	14.5995	
001.538	86.1305	13.8695	
001.603	86.8240	13.1760	
001.667	87.4828	12.5172	
001.726	88.1086	11.8914	
001.790	88.7032	11.2968	
001.850	89.2680	10.7320	
001.918	89.8046	10.1954	
001.976	90.3144	9.6856	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.042	50.0000	50.0000	
000.057	52.5000	47.5000	
000.110	54.8749	45.1251	
000.181	57.1312	42.8688	
000.237	59.2746	40.7254	
000.301	61.3109	38.6891	
000.365	63.2454	36.7546	
000.429	65.0831	34.9169	
000.483	66.8289	33.1711	
000.551	68.4875	31.5125	
000.615	70.0631	29.9369	
000.679	71.5600	28.4400	
000.736	72.9820	27.0180	
000.799	74.3329	25.6671	
000.863	75.6162	24.3838	
000.922	76.8354	23.1646	
000.988	77.9936	22.0064	
001.053	79.0940	20.9060	
001.117	80.1393	19.8607	
001.180	81.1323	18.8677	
001.236	82.0757	17.9243	
001.300	82.9719	17.0281	
001.364	83.8233	16.1767	
001.428	84.6321	15.3679	
001.489	85.4005	14.5995	
001.552	86.1305	13.8695	
001.616	86.8240	13.1760	
001.680	87.4828	12.5172	
001.736	88.1086	11.8914	
001.800	88.7032	11.2968	
001.866	89.2680	10.7320	
001.928	89.8046	10.1954	
001.988	90.3144	9.6856	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.054	50.0000	50.0000	
000.068	52.5000	47.5000	
000.129	54.8750	45.1250	
000.193	57.1312	42.8688	
000.256	59.2747	40.7253	
000.313	61.3109	38.6891	
000.376	63.2454	36.7546	
000.440	65.0831	34.9169	
000.505	66.8290	33.1710	
000.564	68.4875	31.5125	
000.628	70.0631	29.9369	
000.692	71.5600	28.4400	
000.756	72.9820	27.0180	
000.813	74.3329	25.6671	
000.877	75.6161	24.3839	
000.941	76.8353	23.1647	
001.005	77.9935	22.0065	
001.066	79.0938	20.9062	
001.129	80.1389	19.8611	
001.186	81.1320	18.8680	
001.247	82.0754	17.9246	
001.311	82.9716	17.0284	
001.377	83.8230	16.1770	
001.441	84.6319	15.3681	
001.504	85.4003	14.5997	
001.564	86.1302	13.8698	
001.628	86.8224	13.1776	
001.693	87.4205	12.5795	
001.756	87.8646	12.1354	
001.813	88.4431	11.5569	
001.864	89.0133	10.9867	
001.941	89.3085	10.6915	
002.005	89.4288	10.5712	
002.064	89.8658	10.1342	
002.129	90.3553	9.6447	
7693	 7693	 7693 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.018	50.0000	50.0000	
000.030	52.4999	47.5001	
000.075	54.8749	45.1251	
000.146	57.1309	42.8691	
000.212	59.2743	40.7257	
000.276	61.3106	38.6894	
000.332	63.2451	36.7550	
000.400	65.0828	34.9172	
000.460	66.8286	33.1714	
000.524	68.4872	31.5128	
000.585	70.0628	29.9372	
000.649	71.5597	28.4403	
000.713	72.9817	27.0183	
000.776	74.3326	25.6674	
000.832	75.6160	24.3840	
000.887	76.8352	23.1648	
000.947	77.9934	22.0066	
001.011	79.0937	20.9063	
001.071	80.1390	19.8610	
001.139	81.1321	18.8679	
001.203	82.0749	17.9251	
001.274	82.9709	17.0291	
001.332	83.8218	16.1782	
001.400	84.6300	15.3700	
001.459	85.3910	14.6090	
001.522	86.0952	13.9048	
001.584	86.7771	13.2229	
001.648	87.4356	12.5644	
001.712	88.0599	11.9401	
001.776	88.6513	11.3487	
001.832	89.2171	10.7829	
001.900	89.7560	10.2440	
001.960	90.2682	9.7318	
7702	 7702	 7702 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.056	50.0000	50.0000	
000.070	52.4991	47.5009	
000.124	54.8732	45.1268	
000.188	57.1288	42.8712	
000.249	59.2248	40.7752	
000.314	60.2990	39.7010	
000.379	58.6506	41.3494	
000.442	56.8981	43.1019	
000.502	57.7627	42.2373	
000.566	59.4300	40.5700	
000.626	57.3717	42.6283	
000.690	55.0169	44.9831	
000.750	54.0021	45.9979	
000.814	55.7798	44.2202	
000.878	53.3777	46.6223	
000.942	50.8127	49.1873	
001.001	49.1596	50.8404	
001.065	50.5563	49.4437	
001.126	52.8136	47.1864	
001.190	54.9282	45.0718	
001.251	57.1744	42.8256	
001.315	59.2441	40.7559	
001.379	61.2800	38.7200	
001.442	63.2114	36.7886	
001.502	65.0500	34.9500	
001.566	66.7911	33.2089	
001.626	68.4498	31.5502	
001.690	70.0253	29.9747	
001.751	71.5210	28.4790	
001.814	72.9214	27.0786	
001.878	74.2548	25.7452	
001.942	75.5352	24.4648	
002.004	76.5242	23.4758	
002.060	77.0859	22.9141	
002.128	75.0763	24.9237	
002.190	73.6943	26.3057	
002.251	70.0757	29.9243	
002.314	66.9962	33.0038	
002.374	64.1923	35.8077	
002.442	62.1372	37.8628	
002.502	59.8643	40.1357	
002.567	57.2703	42.7297	
002.626	55.2112	44.7888	
002.690	52.5699	47.4301	
002.751	50.5728	49.4272	
002.814	49.1018	50.8982	
002.878	51.2784	48.7216	
002.943	53.6707	46.3293	
003.003	55.9798	44.0202	
003.065	58.1763	41.8237	
003.126	60.2671	39.7329	
003.191	62.2537	37.7463	
003.246	64.1411	35.8589	
003.301	65.9340	34.0660	
003.365	67.6372	32.3628	
003.429	69.2553	30.7447	
003.489	70.7925	29.2075	
003.553	72.2529	27.7471	
003.613	73.6402	26.3598	
003.677	74.9580	25.0420	
003.737	76.2101	23.7899	
003.801	77.3995	22.6005	
003.865	78.5285	21.4715	
003.929	79.5959	20.4041	
003.989	80.6158	19.3842	
004.053	81.5850	18.4150	
004.125	82.5055	17.4945	
004.189	83.3772	16.6228	
004.250	84.2063	15.7937	
004.315	84.9929	15.0071	
004.378	85.7407	14.2593	
004.441	86.4529	13.5471	
004.502	87.1197	12.8803	
004.565	87.7630	12.2370	
004.626	88.3742	11.6258	
004.690	88.9540	11.0459	
004.750	89.5038	10.4962	
004.814	90.0268	9.9732	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.047	50.0000	50.0000	
000.062	52.4542	47.5458	
000.121	54.8037	45.1963	
000.181	57.0405	42.9595	
000.245	59.1389	40.8611	
000.297	61.1798	38.8202	
000.360	63.1203	36.8797	
000.420	64.9629	35.0371	
000.485	66.7135	33.2865	
000.544	68.3777	31.6223	
000.608	69.9589	30.0411	
000.668	71.4609	28.5391	
000.732	72.8879	27.1121	
000.796	74.2435	25.7565	
000.860	75.5313	24.4687	
000.920	76.7547	23.2453	
000.984	77.9170	22.0830	
001.044	79.0211	20.9789	
001.108	80.0701	19.9299	
001.168	81.0666	18.9334	
001.232	82.0132	17.9867	
001.296	82.9126	17.0874	
001.360	83.7670	16.2330	
001.420	84.5785	15.4215	
001.484	85.3490	14.6510	
001.544	86.0815	13.9185	
001.608	86.7774	13.2226	
001.668	87.4382	12.5618	
001.732	88.0642	11.9358	
001.796	88.6605	11.3395	
001.860	89.2271	10.7729	
001.920	89.7650	10.2350	
001.984	90.2546	9.7454	
7693	 7693	 7693 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.028	50.0000	50.0000	
000.043	50.0000	50.0000	
000.078	54.8749	45.1251	
000.145	57.1311	42.8689	
000.209	59.2746	40.7254	
000.272	61.3108	38.6892	
000.337	63.2453	36.7547	
000.396	65.0830	34.9170	
000.460	66.8288	33.1712	
000.520	68.4873	31.5127	
000.585	70.0630	29.9370	
000.645	71.5596	28.4404	
000.708	72.9807	27.0193	
000.772	74.3317	25.6683	
000.836	75.6151	24.3849	
000.896	76.8334	23.1666	
000.960	77.9864	22.0136	
001.020	79.0870	20.9130	
001.086	80.1327	19.8674	
001.132	81.1252	18.8748	
001.195	82.0507	17.9494	
001.259	82.9402	17.0598	
001.323	83.7924	16.2076	
001.394	84.6025	15.3975	
001.461	85.3710	14.6290	
001.521	86.0563	13.9437	
001.589	86.7491	13.2509	
001.645	87.4071	12.5929	
001.703	88.0359	11.9641	
001.773	88.5706	11.4294	
001.837	89.1416	10.8584	
001.897	89.6845	10.3155	
001.961	90.2002	9.7998	
7693	 7693	 7693 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.031	50.0000	50.0000	
000.045	52.5000	47.5000	
000.102	54.8750	45.1250	
000.168	57.1312	42.8688	
000.229	59.2747	40.7253	
000.292	61.3109	38.6891	
000.352	63.2454	36.7546	
000.420	65.0831	34.9169	
000.476	66.8289	33.1711	
000.540	68.4875	31.5125	
000.604	70.0631	29.9369	
000.668	71.5599	28.4401	
000.728	72.9819	27.0181	
000.792	74.3328	25.6672	
000.852	75.6162	24.3838	
000.921	76.8354	23.1646	
000.976	77.9936	22.0064	
001.040	79.0939	20.9061	
001.106	80.1390	19.8610	
001.165	81.1320	18.8680	
001.225	82.0754	17.9246	
001.291	82.9712	17.0288	
001.352	83.8226	16.1774	
001.422	84.6314	15.3686	
001.478	85.3997	14.6003	
001.540	86.1297	13.8703	
001.604	86.8232	13.1768	
001.669	87.4820	12.5180	
001.730	88.1079	11.8921	
001.793	88.7025	11.2975	
001.852	89.2674	10.7326	
001.921	89.8040	10.1960	
001.976	90.3138	9.6862	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.025	50.0000	50.0000	
000.038	52.4898	47.5102	
000.091	54.8640	45.1360	
000.162	57.1195	42.8805	
000.227	59.2594	40.7406	
000.286	61.2903	38.7097	
000.350	63.2250	36.7750	
000.414	65.0636	34.9364	
000.477	66.8105	33.1895	
000.520	68.4699	31.5301	
000.596	70.0464	29.9536	
000.652	71.5433	28.4567	
000.712	72.9660	27.0340	
000.773	74.3176	25.6824	
000.836	75.6017	24.3983	
000.900	76.8216	23.1784	
000.964	77.9805	22.0195	
001.021	79.0815	20.9185	
001.084	80.1273	19.8727	
001.148	81.1209	18.8791	
001.212	82.0648	17.9352	
001.272	82.9615	17.0385	
001.336	83.8134	16.1866	
001.400	84.6228	15.3772	
001.464	85.3916	14.6084	
001.520	86.1221	13.8779	
001.584	86.8159	13.1841	
001.648	87.4752	12.5249	
001.712	88.1014	11.8986	
001.772	88.6961	11.3039	
001.836	89.2613	10.7387	
001.900	89.7980	10.2020	
001.964	90.3081	9.6919	
7693	 7693	 7693 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.039	50.0000	50.0000	
000.043	52.5000	47.5000	
000.105	54.8749	45.1251	
000.169	57.1312	42.8688	
000.233	59.2746	40.7254	
000.293	61.3106	38.6894	
000.357	63.2450	36.7550	
000.421	65.0827	34.9173	
000.485	66.8286	33.1714	
000.541	68.4872	31.5128	
000.605	70.0628	29.9372	
000.669	71.5597	28.4403	
000.733	72.9817	27.0183	
000.793	74.3326	25.6674	
000.857	75.6160	24.3840	
000.921	76.8352	23.1648	
000.985	77.9934	22.0066	
001.041	79.0937	20.9063	
001.105	80.1390	19.8610	
001.169	81.1321	18.8679	
001.233	82.0754	17.9246	
001.293	82.9715	17.0285	
001.357	83.8219	16.1781	
001.432	84.6301	15.3699	
001.496	85.3974	14.6026	
001.552	86.1259	13.8741	
001.617	86.8154	13.1846	
001.682	87.4596	12.5404	
001.746	88.0773	11.9227	
001.806	88.6729	11.3271	
001.870	89.2391	10.7609	
001.933	89.7771	10.2229	
001.999	90.2882	9.7118	
7702	 7702	 7702 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.055	50.0000	50.0000	
000.068	52.4923	47.5077	
000.129	54.8643	45.1357	
000.186	57.1136	42.8864	
000.253	59.2578	40.7422	
000.313	61.2936	38.7064	
000.378	63.2284	36.7716	
000.437	65.0667	34.9333	
000.502	66.8117	33.1883	
000.566	68.4672	31.5328	
000.629	69.9488	30.0512	
000.686	71.4497	28.5503	
000.751	72.8686	27.1314	
000.811	74.2100	25.7900	
000.878	75.4384	24.5616	
000.938	76.6595	23.3405	
001.001	77.8085	22.1915	
001.066	78.8970	21.1030	
001.129	79.9182	20.0818	
001.185	80.8880	19.1120	
001.254	81.8406	18.1594	
001.313	82.6394	17.3606	
001.378	83.5002	16.4998	
001.435	84.2626	15.7374	
001.499	85.0462	14.9538	
001.565	85.7830	14.2170	
001.631	86.4908	13.5092	
001.685	87.1650	12.8350	
001.753	87.8059	12.1941	
001.815	88.4150	11.5850	
001.879	88.9928	11.0072	
001.940	89.5429	10.4571	
001.993	90.0650	9.9350	
7702	 7702	 7702 
