time 	 LH 	 RH
7691	 7691	 7691 
000.081	50.0000	50.0000	
000.094	52.4977	47.5023	
000.117	54.8727	45.1273	
000.180	57.1261	42.8739	
000.263	59.2667	40.7333	
000.320	61.3033	38.6967	
000.379	63.2381	36.7619	
000.440	65.0726	34.9274	
000.503	66.8023	33.1977	
000.567	68.4588	31.5412	
000.616	70.0349	29.9651	
000.678	71.5165	28.4835	
000.754	72.5608	27.4392	
000.807	73.9057	26.0943	
000.882	75.1959	24.8041	
000.942	76.4119	23.5881	
001.002	77.5008	22.4992	
001.066	78.6245	21.3755	
001.126	79.6924	20.3076	
001.190	80.7028	19.2972	
001.245	81.6366	18.3634	
001.317	82.5508	17.4492	
001.378	83.4225	16.5775	
001.442	84.2348	15.7652	
001.493	85.0179	14.9821	
001.558	85.7636	14.2364	
001.647	86.4744	13.5256	
001.680	87.1284	12.8716	
001.753	87.7590	12.2410	
001.816	88.3656	11.6344	
001.877	88.9467	11.0533	
001.940	89.4982	10.5018	
002.001	90.0158	9.9842	
7693	 7693	 7693 
7701	 7701	 7701 
000.000	50.0000	50.0000	
000.018	50.0000	50.0000	
000.023	52.4997	47.5003	
000.095	54.8746	45.1254	
000.155	57.1246	42.8754	
000.219	59.2510	40.7490	
000.281	61.2875	38.7125	
000.343	63.2186	36.7814	
000.403	65.0238	34.9762	
000.467	66.7294	33.2706	
000.532	68.3901	31.6099	
000.595	69.9654	30.0346	
000.655	71.4539	28.5461	
000.719	72.8804	27.1196	
000.779	74.2355	25.7645	
000.843	75.5185	24.4815	
000.906	76.7390	23.2610	
000.967	77.8942	22.1058	
001.032	78.9489	21.0511	
001.094	79.6866	20.3134	
001.155	80.5542	19.4458	
001.219	81.4808	18.5192	
001.279	82.2178	17.7822	
001.344	82.9583	17.0418	
001.402	83.7944	16.2056	
001.467	84.5950	15.4050	
001.531	85.3230	14.6770	
001.595	85.8380	14.1620	
001.655	85.5057	14.4943	
001.718	85.9996	14.0003	
001.779	84.8277	15.1723	
001.843	85.2731	14.7269	
001.903	85.0171	14.9829	
001.967	85.3517	14.6483	
002.030	85.5919	14.4081	
002.094	85.6999	14.3001	
002.154	84.1040	15.8960	
002.218	83.2924	16.7076	
002.278	82.5854	17.4146	
002.342	82.1865	17.8135	
002.402	82.8701	17.1299	
002.467	83.2459	16.7541	
002.532	83.6869	16.3131	
002.595	82.2569	17.7431	
002.655	83.0963	16.9037	
002.718	83.7090	16.2910	
002.778	81.0712	18.9288	
002.842	79.7218	20.2782	
002.902	80.1027	19.8973	
002.966	79.8644	20.1356	
003.030	77.6541	22.3459	
003.094	75.4822	24.5178	
003.154	75.6720	24.3280	
003.218	75.3154	24.6846	
003.278	76.0025	23.9975	
003.336	77.1152	22.8848	
003.402	78.1844	21.8156	
003.465	78.0724	21.9276	
003.531	78.9252	21.0748	
003.593	79.4552	20.5448	
003.656	80.4326	19.5674	
003.718	81.3732	18.6268	
003.777	82.2387	17.7613	
003.842	83.0921	16.9079	
003.902	83.8407	16.1593	
003.966	84.6362	15.3638	
004.029	84.9917	15.0083	
004.093	84.4809	15.5191	
004.153	84.5358	15.4641	
004.217	85.2504	14.7496	
004.272	85.8770	14.1230	
004.342	86.5148	13.4852	
004.389	86.0449	13.9551	
004.453	86.5003	13.4997	
004.517	86.9908	13.0092	
004.581	87.5991	12.4009	
004.641	88.1856	11.8144	
004.704	88.6656	11.3344	
004.767	89.2253	10.7747	
004.840	89.7597	10.2403	
004.901	90.2676	9.7324	
7702	 7702	 7702 
7701	 7701	 7701 
000.000	50.0000	50.0000	
000.029	50.0000	50.0000	
000.033	48.5435	51.4565	
000.095	48.6341	51.3659	
000.159	50.5430	49.4570	
000.223	52.2794	47.7206	
000.283	54.5702	45.4298	
000.347	56.8410	43.1590	
000.407	58.9988	41.0012	
000.475	61.0489	38.9511	
000.531	62.9964	37.0036	
000.595	64.8465	35.1535	
000.659	66.6041	33.3959	
000.723	68.2737	31.7263	
000.783	69.8574	30.1426	
000.859	71.2336	28.7664	
000.922	71.9725	28.0275	
000.989	72.6337	27.3663	
001.047	71.3043	28.6957	
001.096	68.2189	31.7811	
001.170	67.1821	32.8179	
001.236	65.7337	34.2663	
001.294	63.7831	36.2169	
001.347	60.6424	39.3576	
001.407	57.6954	42.3046	
001.475	55.0640	44.9360	
001.531	52.6706	47.3294	
001.595	51.3970	48.6030	
001.659	52.7560	47.2440	
001.723	54.7088	45.2912	
001.783	56.9456	43.0544	
001.847	59.0860	40.9140	
001.907	61.0772	38.9228	
001.975	62.4043	37.5957	
002.032	63.6251	36.3749	
002.095	64.9670	35.0330	
002.158	66.6764	33.3236	
002.223	68.2983	31.7017	
002.286	69.8792	30.1208	
002.358	71.3569	28.6431	
002.418	72.7553	27.2447	
002.485	74.0834	25.9166	
002.544	75.3369	24.6631	
002.609	75.7309	24.2691	
002.673	75.8299	24.1701	
002.736	76.9821	23.0179	
002.794	78.1191	21.8809	
002.859	79.1969	20.8031	
002.921	80.1825	19.8175	
002.988	81.0369	18.9631	
003.042	81.7783	18.2217	
003.109	82.5669	17.4331	
003.159	82.6297	17.3703	
003.222	83.0634	16.9366	
003.282	83.7292	16.2708	
003.346	84.5348	15.4652	
003.406	85.2018	14.7982	
003.474	85.4061	14.5939	
003.530	84.9505	15.0495	
003.594	85.6229	14.3771	
003.658	85.6421	14.3579	
003.722	86.2641	13.7360	
003.782	85.8767	14.1233	
003.846	86.3637	13.6363	
003.906	86.8733	13.1267	
003.974	87.2366	12.7634	
004.030	86.4410	13.5590	
004.093	86.9023	13.0977	
004.158	87.3811	12.6189	
004.234	88.0021	11.9979	
004.294	88.5998	11.4002	
004.358	89.1654	10.8346	
004.419	89.6774	10.3226	
004.473	90.1840	9.8160	
7702	 7702	 7702 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.030	50.0000	50.0000	
000.036	52.3900	47.6100	
000.078	54.3814	45.6186	
000.149	56.4262	43.5738	
000.211	58.2126	41.7874	
000.279	60.0590	39.9410	
000.337	61.9948	38.0052	
000.399	63.8698	36.1302	
000.463	65.6253	34.3747	
000.528	67.2221	32.7779	
000.586	68.8226	31.1775	
000.651	70.3667	29.6333	
000.712	71.8138	28.1862	
000.780	73.1671	26.8329	
000.835	74.4899	25.5101	
000.900	75.6597	24.3403	
000.963	76.8138	23.1862	
001.028	77.9000	22.1000	
001.088	78.9993	21.0007	
001.150	80.0465	19.9535	
001.211	81.0436	18.9564	
001.279	81.9914	18.0086	
001.335	82.8919	17.1081	
001.400	83.7472	16.2528	
001.463	84.5598	15.4402	
001.527	85.3318	14.6682	
001.588	86.0652	13.9348	
001.651	86.7620	13.2380	
001.710	87.4239	12.5761	
001.780	88.0527	11.9473	
001.836	88.6500	11.3500	
001.898	89.2175	10.7825	
001.963	89.7567	10.2433	
002.027	90.2688	9.7312	
7693	 7693	 7693 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.064	50.0000	50.0000	
000.079	48.2487	51.7513	
000.124	46.3121	53.6879	
000.202	47.3837	52.6163	
000.256	45.7347	54.2653	
000.306	44.3284	55.6716	
000.383	43.7367	56.2633	
000.446	46.4951	53.5049	
000.505	48.8177	51.1823	
000.558	50.4266	49.5734	
000.621	52.6929	47.3071	
000.686	55.0573	44.9427	
000.742	57.2880	42.7120	
000.805	58.9487	41.0513	
000.870	60.5069	39.4931	
000.933	62.4809	37.5191	
001.005	64.3539	35.6461	
001.071	64.4649	35.5351	
001.136	65.8363	34.1637	
001.200	67.4034	32.5966	
001.255	68.1305	31.8695	
001.319	68.4506	31.5494	
001.384	69.7724	30.2276	
001.448	71.2491	28.7509	
001.508	72.2925	27.7075	
001.573	72.8612	27.1388	
001.630	73.8401	26.1599	
001.701	74.7214	25.2786	
001.755	74.7506	25.2494	
001.817	75.7440	24.2560	
001.883	76.7060	23.2940	
001.948	77.8396	22.1604	
002.007	78.9280	21.0720	
002.071	79.9783	20.0217	
002.134	80.9424	19.0576	
002.198	81.7207	18.2793	
002.254	82.6323	17.3677	
