time 	 LH 	 RH
7691	 7691	 7691 
000.044	50.0000	50.0000	
000.058	49.6204	50.3796	
000.085	48.7141	51.2859	
000.162	48.5733	51.4267	
000.235	48.2814	51.7186	
000.274	47.4354	52.5646	
000.344	46.9075	53.0925	
000.411	45.9986	54.0014	
000.468	44.9083	55.0917	
000.521	44.3464	55.6536	
000.596	43.8212	56.1788	
000.659	43.3515	56.6485	
000.707	43.0834	56.9166	
000.783	42.1561	57.8439	
000.844	42.0677	57.9323	
000.910	41.6282	58.3718	
000.966	40.7084	59.2916	
001.031	40.6057	59.3943	
001.084	41.1867	58.8133	
001.147	41.4613	58.5387	
001.211	41.5247	58.4753	
001.282	41.4939	58.5061	
001.345	42.3792	57.6208	
001.400	42.8118	57.1882	
001.465	43.5057	56.4943	
001.531	44.6978	55.3022	
001.619	45.7869	54.2131	
001.649	46.3478	53.6522	
001.718	47.3142	52.6858	
001.782	48.3062	51.6938	
001.843	49.1287	50.8713	
001.911	49.1307	50.8693	
001.966	49.6754	50.3246	
002.030	50.3477	49.6523	
002.094	50.5497	49.4503	
002.158	50.5092	49.4908	
002.218	50.1428	49.8572	
002.282	50.5604	49.4396	
002.342	50.5670	49.4330	
002.409	50.6105	49.3895	
002.466	51.3794	48.6206	
002.530	52.1519	47.8481	
002.582	53.1314	46.8686	
002.646	53.2436	46.7564	
002.718	54.3797	45.6203	
002.783	55.3875	44.6125	
002.842	56.4332	43.5668	
002.909	56.8932	43.1068	
002.955	58.0539	41.9461	
003.018	58.5035	41.4965	
003.082	59.7482	40.2518	
003.146	59.9858	40.0142	
003.206	60.3431	39.6569	
003.282	60.9560	39.0440	
003.342	61.3974	38.6026	
003.410	61.4048	38.5952	
003.466	61.6269	38.3731	
003.530	61.3770	38.6230	
003.596	61.4070	38.5930	
003.659	60.9117	39.0883	
003.718	60.2991	39.7009	
003.782	60.0507	39.9493	
003.842	60.0398	39.9602	
003.910	59.5928	40.4072	
003.966	58.7146	41.2854	
004.030	58.1729	41.8271	
004.094	57.1199	42.8801	
004.147	56.9048	43.0952	
004.218	55.6235	44.3765	
004.282	55.0602	44.9398	
004.342	53.4715	46.5285	
004.410	52.7895	47.2105	
004.455	52.0040	47.9960	
