time 	 LH 	 RH
001.818	24.7205	75.2795	
001.878	24.0263	75.9737	
001.943	23.6320	76.3680	
002.003	22.8112	77.1888	
7692	 7692	 7692 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.044	50.0000	50.0000	
000.059	48.1502	51.8498	
000.110	46.0849	53.9151	
000.175	44.9350	55.0650	
000.238	43.1536	56.8464	
000.290	41.8696	58.1304	
000.359	40.0345	59.9655	
000.426	39.2894	60.7106	
000.480	37.8952	62.1048	
000.556	37.0897	62.9103	
000.611	35.6404	64.3596	
000.676	34.5556	65.4444	
000.739	33.5084	66.4916	
000.803	32.3244	67.6756	
000.862	31.3366	68.6634	
000.926	30.4303	69.5697	
000.987	30.0957	69.9043	
001.053	28.9501	71.0499	
001.109	28.1862	71.8138	
001.176	27.4214	72.5786	
001.240	27.0438	72.9562	
001.303	26.0390	73.9610	
001.363	25.2066	74.7934	
001.428	25.0539	74.9461	
001.481	24.6912	75.3088	
001.555	24.3109	75.6891	
001.611	23.4798	76.5202	
001.677	23.2830	76.7170	
001.740	22.9661	77.0339	
7692	 7692	 7692 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.038	50.0000	50.0000	
000.052	48.2997	51.7003	
000.098	46.4436	53.5564	
000.169	44.9735	55.0265	
000.232	43.3392	56.6608	
000.298	41.9579	58.0421	
000.351	40.5493	59.4507	
000.420	39.1186	60.8814	
000.483	37.9591	62.0409	
000.548	36.6884	63.3116	
000.605	35.3755	64.6245	
000.668	34.2896	65.7104	
000.733	33.5994	66.4006	
000.796	32.5840	67.4160	
000.856	31.4942	68.5058	
000.921	30.4231	69.5769	
000.984	30.0060	69.9940	
001.048	29.0345	70.9655	
001.104	28.1134	71.8866	
001.168	27.1454	72.8546	
001.232	27.0984	72.9016	
001.296	26.4225	73.5775	
001.356	25.7950	74.2050	
001.419	24.9030	75.0970	
001.485	24.5273	75.4727	
001.549	23.9865	76.0135	
001.604	23.2209	76.7791	
001.668	22.6307	77.3693	
7703	 7703	 7703 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.046	50.0000	50.0000	
000.049	48.4882	51.5118	
000.112	46.6718	53.3283	
000.176	45.3887	54.6113	
000.240	43.8045	56.1955	
000.296	42.6449	57.3551	
000.360	40.9839	59.0161	
000.436	39.5609	60.4391	
000.500	38.3152	61.6848	
000.559	37.2293	62.7707	
000.624	35.9753	64.0247	
000.690	34.9459	65.0541	
000.754	34.0139	65.9861	
000.810	32.9944	67.0056	
000.860	32.0443	67.9557	
000.937	30.9483	69.0517	
001.002	30.1091	69.8909	
001.062	29.2337	70.7663	
001.125	28.4640	71.5360	
001.189	27.6229	72.3771	
001.254	26.9397	73.0603	
001.309	26.2652	73.7348	
001.373	25.9028	74.0972	
001.437	25.2355	74.7645	
001.501	24.4354	75.5646	
001.561	24.0067	75.9933	
001.626	23.4084	76.5916	
001.687	22.8453	77.1547	
7703	 7703	 7703 
7701	 7701	 7701 
000.002	50.0000	50.0000	
000.065	50.0000	50.0000	
000.081	47.9675	52.0325	
000.133	46.0051	53.9949	
000.199	44.2585	55.7415	
000.258	42.8519	57.1481	
000.322	41.1542	58.8458	
000.388	39.8715	60.1285	
000.452	38.4081	61.5919	
000.508	37.5204	62.4796	
000.576	36.1578	63.8422	
000.636	35.0627	64.9373	
000.699	33.7658	66.2342	
000.759	33.1492	66.8508	
000.824	32.2835	67.7165	
000.888	31.2818	68.7182	
000.951	30.2345	69.7655	
001.008	29.4505	70.5495	
001.075	29.1835	70.8165	
001.135	28.3380	71.6620	
001.199	27.8764	72.1236	
001.258	27.2114	72.7886	
001.325	27.1830	72.8170	
001.387	26.6571	73.3429	
001.451	26.4080	73.5919	
001.508	25.6289	74.3711	
001.576	25.6641	74.3359	
001.635	25.6985	74.3015	
001.699	25.7215	74.2785	
001.760	25.0666	74.9334	
001.823	24.6792	75.3208	
001.887	24.4548	75.5452	
001.952	24.2997	75.7003	
002.008	23.4606	76.5394	
002.075	23.4031	76.5969	
002.135	22.8940	77.1060	
7703	 7703	 7703 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.058	50.0000	50.0000	
000.062	48.1961	51.8039	
000.131	46.4916	53.5084	
000.194	44.8937	55.1063	
000.257	43.2950	56.7050	
000.323	41.6462	58.3538	
000.387	40.6159	59.3841	
000.450	39.2095	60.7905	
000.494	38.2151	61.7849	
000.575	36.7280	63.2720	
000.635	36.1605	63.8395	
000.684	34.9356	65.0644	
000.757	34.0127	65.9873	
000.820	32.6803	67.3197	
000.872	32.0635	67.9365	
000.949	30.9305	69.0695	
000.993	30.2673	69.7327	
001.072	29.1579	70.8421	
001.135	28.4222	71.5778	
001.185	27.5446	72.4554	
001.256	27.0012	72.9988	
001.323	25.9844	74.0156	
001.387	25.5223	74.4777	
001.436	24.8375	75.1625	
001.503	24.5120	75.4880	
001.574	23.6291	76.3709	
001.635	23.1903	76.8097	
001.700	22.9197	77.0803	
7692	 7692	 7692 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.064	50.0000	50.0000	
000.081	47.9516	52.0484	
000.134	46.3563	53.6437	
000.199	44.8117	55.1883	
000.258	43.5547	56.4453	
000.321	41.9297	58.0703	
000.382	41.1072	58.8928	
000.448	39.6098	60.3902	
000.509	38.9625	61.0375	
000.574	37.4881	62.5119	
000.635	36.9284	63.0716	
000.698	35.6520	64.3480	
000.757	35.4847	64.5153	
000.809	34.2701	65.7299	
000.873	34.6430	65.3570	
000.946	33.3429	66.6571	
001.009	34.2035	65.7965	
001.073	32.9714	67.0286	
001.133	32.9858	67.0142	
001.198	31.8764	68.1236	
001.259	31.7187	68.2813	
001.313	30.7184	69.2816	
001.383	30.2190	69.7810	
001.448	29.3527	70.6473	
001.504	29.5964	70.4036	
001.573	28.6520	71.3480	
001.634	28.2767	71.7233	
001.698	27.7989	72.2011	
001.758	27.8012	72.1988	
001.821	26.9216	73.0784	
001.882	26.4857	73.5143	
001.945	26.0842	73.9158	
002.011	26.4318	73.5682	
002.073	25.6328	74.3672	
002.133	25.2960	74.7040	
002.197	25.1217	74.8783	
002.259	24.9740	75.0260	
002.321	24.6802	75.3198	
002.382	23.9516	76.0484	
002.447	23.6027	76.3973	
002.509	23.5122	76.4878	
002.575	23.4991	76.5009	
002.635	22.8821	77.1179	
7692	 7692	 7692 
7701	 7701	 7701 
000.000	50.0000	50.0000	
000.017	50.0000	50.0000	
000.021	48.1597	51.8403	
000.095	46.3979	53.6021	
000.155	44.8913	55.1087	
000.220	43.4075	56.5925	
000.280	41.8054	58.1946	
000.345	40.2804	59.7196	
000.409	39.2379	60.7621	
000.473	37.8045	62.1955	
000.533	36.4594	63.5406	
000.597	35.2040	64.7960	
000.657	34.6387	65.3613	
000.721	33.4780	66.5220	
000.780	32.5176	67.4824	
000.845	31.4082	68.5918	
000.909	31.3199	68.6801	
000.972	30.3167	69.6833	
001.032	29.7617	70.2383	
001.099	28.7083	71.2917	
001.144	29.0093	70.9907	
001.220	28.1156	71.8844	
001.280	28.3954	71.6046	
001.344	27.4340	72.5660	
001.408	27.6355	72.3645	
001.471	26.6714	73.3286	
001.532	26.4991	73.5009	
001.596	25.6343	74.3657	
001.656	25.3604	74.6396	
001.719	24.7100	75.2900	
001.780	24.2513	75.7487	
001.846	23.7214	76.2786	
001.896	23.4308	76.5692	
001.960	22.9133	77.0867	
7703	 7703	 7703 
7691	 7691	 7691 
000.001	50.0000	50.0000	
000.048	50.0000	50.0000	
000.064	48.1430	51.8570	
000.121	46.7967	53.2033	
000.181	45.0011	54.9989	
000.246	43.5756	56.4244	
000.309	42.0169	57.9831	
000.361	40.9344	59.0656	
000.434	39.3615	60.6385	
000.485	37.9519	62.0481	
000.558	36.8084	63.1916	
000.623	35.6275	64.3725	
000.669	34.4459	65.5541	
000.744	33.1209	66.8791	
000.808	32.1455	67.8545	
000.871	31.2269	68.7731	
000.934	30.1780	69.8220	
000.999	29.1106	70.8894	
001.058	28.1767	71.8233	
001.122	27.5409	72.4591	
001.182	26.7450	73.2550	
001.247	26.1536	73.8464	
001.311	25.4768	74.5232	
001.373	25.0668	74.9332	
001.436	24.3483	75.6517	
001.497	23.8391	76.1609	
001.558	23.2317	76.7683	
001.622	23.1180	76.8820	
001.682	22.4815	77.5185	
7692	 7692	 7692 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.065	50.0000	50.0000	
000.069	48.3240	51.6760	
000.131	46.3773	53.6227	
000.191	45.1220	54.8780	
000.255	43.4144	56.5856	
000.315	41.8891	58.1109	
000.383	40.3336	59.6664	
000.440	38.9793	61.0207	
000.516	37.4959	62.5041	
000.582	36.2934	63.7066	
000.646	35.1655	64.8345	
000.700	33.8951	66.1049	
000.770	32.8175	67.1825	
000.827	31.9533	68.0467	
000.897	31.0624	68.9376	
000.952	30.2385	69.7615	
001.019	29.2860	70.7140	
001.081	28.5972	71.4028	
001.144	27.7267	72.2733	
001.205	27.2718	72.7282	
001.270	26.5691	73.4309	
001.329	25.9194	74.0806	
001.397	25.1819	74.8181	
001.453	24.7590	75.2410	
001.517	24.2877	75.7123	
001.582	23.8740	76.1260	
001.644	23.4604	76.5396	
001.704	22.7862	77.2138	
7703	 7703	 7703 
