time 	 LH 	 RH
7701	 7701	 7701 
000.081	50.0000	50.0000	
000.095	48.0268	51.9732	
000.122	46.2029	53.7971	
000.188	44.9774	55.0226	
000.267	43.3475	56.6525	
000.307	41.8880	58.1120	
000.380	40.0167	59.9833	
000.439	39.1975	60.8025	
000.505	37.7068	62.2932	
000.569	36.6346	63.3654	
000.630	34.9995	65.0005	
000.687	34.3551	65.6449	
000.754	33.2135	66.7865	
000.810	32.2414	67.7586	
000.881	30.8980	69.1020	
000.929	30.1750	69.8250	
001.004	29.2618	70.7382	
001.069	28.5942	71.4058	
001.119	27.7065	72.2935	
001.181	27.2294	72.7706	
001.251	26.4376	73.5624	
001.313	26.2816	73.7184	
001.367	25.6384	74.3616	
001.433	24.9869	75.0131	
001.497	24.3362	75.6638	
001.561	24.2176	75.7824	
001.654	23.7081	76.2919	
001.677	23.1786	76.8214	
001.756	22.6664	77.3336	
001.807	22.3230	77.6770	
001.879	22.1984	77.8016	
001.940	21.5987	78.4013	
002.005	21.5842	78.4158	
002.067	21.2158	78.7842	
002.132	21.2101	78.7899	
002.189	20.7038	79.2962	
002.250	21.1127	78.8873	
002.316	20.7909	79.2091	
002.381	20.9745	79.0255	
002.439	20.3789	79.6211	
002.506	20.4562	79.5438	
002.568	20.4186	79.5814	
002.630	20.1934	79.8066	
002.686	19.8313	80.1687	
002.751	19.8057	80.1943	
002.817	19.4942	80.5058	
002.880	19.4213	80.5787	
002.944	19.3621	80.6379	
002.992	19.5319	80.4681	
003.054	19.4021	80.5979	
003.130	19.1930	80.8070	
003.186	19.5124	80.4876	
003.252	19.3884	80.6116	
003.318	19.3833	80.6167	
003.380	19.0380	80.9619	
003.440	19.0825	80.9175	
003.504	18.9128	81.0872	
003.568	18.9311	81.0689	
003.630	18.4974	81.5026	
003.688	18.3592	81.6408	
003.752	17.9951	82.0049	
003.816	17.8091	82.1909	
003.880	17.2761	82.7239	
003.940	17.1912	82.8088	
004.004	17.0110	82.9890	
004.068	16.7709	83.2291	
004.131	16.3752	83.6248	
004.186	16.3602	83.6398	
004.252	16.0968	83.9032	
004.315	16.2310	83.7690	
004.379	15.7927	84.2073	
004.440	15.8062	84.1938	
004.504	15.5017	84.4983	
004.555	16.0090	83.9910	
004.623	15.6841	84.3159	
004.675	15.9243	84.0757	
004.751	15.6057	84.3943	
004.818	16.0775	83.9225	
004.880	15.7585	84.2415	
004.939	15.7321	84.2679	
005.003	15.3740	84.6260	
005.068	15.5988	84.4012	
005.131	15.3381	84.6619	
005.187	15.2788	84.7212	
005.252	14.9234	85.0766	
005.316	14.7891	85.2109	
005.380	14.6605	85.3395	
005.441	14.4752	85.5248	
005.502	14.3512	85.6488	
005.569	14.1715	85.8285	
005.632	14.2016	85.7984	
005.690	14.2967	85.7033	
005.752	14.5430	85.4570	
005.816	14.6390	85.3610	
005.880	14.7690	85.2310	
005.940	15.0181	84.9819	
006.005	14.8878	85.1122	
006.070	15.0747	84.9253	
006.130	15.4165	84.5835	
006.188	15.5457	84.4543	
006.254	15.3144	84.6856	
006.316	15.3023	84.6977	
006.380	15.2987	84.7013	
006.442	15.2063	84.7937	
006.494	15.0822	84.9178	
006.566	14.9037	85.0963	
006.631	14.8243	85.1757	
006.689	14.8074	85.1925	
006.752	14.8479	85.1521	
006.816	14.9148	85.0852	
006.879	14.6908	85.3092	
006.940	14.8112	85.1888	
007.002	14.8904	85.1096	
7702	 7702	 7702 
7691	 7691	 7691 
000.002	50.0000	50.0000	
000.028	50.0000	50.0000	
000.044	48.5813	51.4187	
000.094	46.6294	53.3706	
000.156	44.7886	55.2114	
000.223	43.3225	56.6775	
000.283	42.1625	57.8375	
000.349	40.7374	59.2626	
000.408	39.2302	60.7698	
000.471	38.0981	61.9019	
000.537	37.1006	62.8994	
000.600	35.8290	64.1710	
000.657	34.5759	65.4241	
000.724	33.6883	66.3117	
000.785	32.6471	67.3529	
000.849	31.5815	68.4185	
000.910	30.7226	69.2774	
000.974	29.6893	70.3107	
001.038	29.2409	70.7591	
001.100	28.2211	71.7789	
001.158	27.6749	72.3251	
001.225	26.6662	73.3338	
001.287	26.1712	73.8288	
001.349	25.3780	74.6220	
001.408	24.9467	75.0533	
001.473	24.3485	75.6515	
001.535	24.1871	75.8129	
001.601	23.8932	76.1068	
001.657	23.7091	76.2909	
001.727	23.4255	76.5745	
001.785	23.0442	76.9558	
001.849	23.0059	76.9941	
001.910	22.8748	77.1252	
001.973	22.8976	77.1024	
002.039	22.4866	77.5134	
002.102	22.3336	77.6664	
002.158	21.9192	78.0808	
002.225	21.7380	78.2620	
002.286	21.2703	78.7297	
