time 	 LH 	 RH
7701	 7701	 7701 
000.063	50.0000	50.0000	
000.076	48.3200	51.6800	
000.103	46.7289	53.2711	
000.176	44.9451	55.0549	
000.253	43.5369	56.4631	
000.293	41.9180	58.0820	
000.365	40.5133	59.4867	
000.411	39.1362	60.8638	
000.488	38.4792	61.5208	
000.550	37.5947	62.4053	
000.600	36.5036	63.4964	
000.668	35.6358	64.3642	
000.734	34.4681	65.5319	
000.799	33.6687	66.3313	
000.864	32.6248	67.3752	
000.923	31.8815	68.1185	
000.987	30.8608	69.1392	
001.046	29.8756	70.1244	
001.112	28.9708	71.0292	
001.171	28.0040	71.9960	
001.241	27.3113	72.6887	
001.289	26.3539	73.6461	
001.363	25.7728	74.2272	
001.423	24.8031	75.1969	
001.486	24.4816	75.5184	
001.546	23.6124	76.3876	
001.634	22.9696	77.0304	
001.662	22.1561	77.8439	
001.732	21.9833	78.0167	
001.798	21.4691	78.5309	
001.861	20.8797	79.1203	
001.919	20.3078	79.6922	
001.984	19.7457	80.2543	
002.043	19.3979	80.6021	
002.109	18.6811	81.3189	
002.168	18.5084	81.4916	
002.231	17.9685	82.0315	
002.286	18.2083	81.7917	
002.350	17.6005	82.3995	
002.415	17.7351	82.2649	
002.471	17.2373	82.7627	
002.531	16.9624	83.0376	
002.607	16.5933	83.4067	
002.666	16.3305	83.6695	
002.732	16.2753	83.7247	
002.797	16.0083	83.9917	
002.860	16.5761	83.4239	
002.920	16.3688	83.6312	
002.982	16.4838	83.5162	
003.048	16.1376	83.8624	
003.107	16.1189	83.8811	
003.168	15.9976	84.0024	
003.231	16.0022	83.9978	
003.294	16.2384	83.7616	
003.358	16.0901	83.9099	
003.418	16.3738	83.6262	
003.482	16.3147	83.6853	
003.541	17.0265	82.9735	
003.606	16.6476	83.3524	
003.665	17.0882	82.9118	
003.723	16.9489	83.0511	
003.794	17.2801	82.7199	
003.858	16.9314	83.0686	
003.912	16.7867	83.2133	
003.982	16.4717	83.5283	
004.029	16.3977	83.6023	
004.098	16.4607	83.5393	
004.167	16.4215	83.5785	
004.228	16.4195	83.5805	
004.293	16.1160	83.8840	
004.356	16.7265	83.2735	
004.415	16.5592	83.4408	
004.480	16.7974	83.2026	
004.540	16.5126	83.4874	
004.604	17.0435	82.9565	
004.663	17.0932	82.9068	
004.727	17.3570	82.6430	
004.792	17.0275	82.9725	
004.856	17.1502	82.8498	
004.914	16.9060	83.0940	
004.978	16.8727	83.1273	
005.038	16.5443	83.4557	
005.104	16.4713	83.5287	
005.165	16.1520	83.8480	
005.230	15.9205	84.0795	
005.293	15.5739	84.4261	
005.355	15.7355	84.2645	
005.416	15.4868	84.5132	
005.478	15.2591	84.7409	
005.540	15.2921	84.7079	
005.604	15.2567	84.7433	
005.664	15.5221	84.4779	
005.726	15.4583	84.5417	
005.790	15.4815	84.5185	
005.854	15.3964	84.6036	
005.912	15.5180	84.4820	
005.968	15.4796	84.5204	
006.036	15.4741	84.5259	
006.100	15.3652	84.6348	
006.161	15.3924	84.6076	
006.225	15.4185	84.5815	
006.288	15.0819	84.9181	
006.352	14.7973	85.2027	
006.412	14.6046	85.3954	
006.477	14.3173	85.6827	
006.536	14.4736	85.5264	
006.601	14.3812	85.6188	
006.659	14.3823	85.6177	
006.723	14.1920	85.8080	
006.788	14.0742	85.9258	
006.852	14.4239	85.5761	
006.911	14.4488	85.5512	
006.975	14.4729	85.5271	
007.035	14.5201	85.4799	
7702	 7702	 7702 
7701	 7701	 7701 
000.001	50.0000	50.0000	
000.025	50.0000	50.0000	
000.041	48.1282	51.8718	
000.094	46.6412	53.3588	
000.159	44.8085	55.1915	
000.219	43.2567	56.7433	
000.284	41.8556	58.1444	
000.329	40.4485	59.5515	
000.393	39.1043	60.8957	
000.457	37.5852	62.4148	
000.535	36.5104	63.4896	
000.581	35.3116	64.6884	
000.658	34.1260	65.8740	
000.718	32.9264	67.0736	
000.781	32.2013	67.7987	
000.840	31.2141	68.7859	
000.904	30.1549	69.8451	
000.971	29.2388	70.7612	
001.034	29.1737	70.8263	
001.094	28.5411	71.4589	
